killsDiff,minionsKilledDiff,wardPlacedDiff,firstBlood,heralds,dragons,teamWins
-1,2,-59,red,none,blue,blue
0,-17,-11,red,none,red,red
0,-7,-3,blue,red,blue,red
2,56,-4,blue,blue,red,blue
6,22,4,red,red,blue,blue
-4,14,3,red,blue,red,red
-3,-4,2,blue,red,none,red
-4,6,-4,red,blue,red,blue
3,6,2,blue,none,blue,blue
-3,-13,0,red,none,red,blue
-2,13,-113,blue,red,red,red
1,84,-2,blue,none,none,blue
1,4,3,red,none,red,red
-3,-6,-26,red,red,red,blue
-4,-54,-11,red,none,none,red
5,-10,1,blue,blue,red,blue
-2,-27,-6,red,none,red,blue
8,48,5,blue,blue,blue,blue
2,-15,-3,red,none,red,blue
-4,-5,-7,red,none,none,red
-1,-6,-7,blue,none,red,red
3,23,3,blue,none,red,blue
0,36,10,blue,none,red,blue
1,52,7,blue,none,blue,blue
1,3,9,blue,none,red,blue
0,-26,38,red,none,blue,red
0,-22,21,blue,blue,blue,blue
-1,12,0,red,blue,red,red
7,31,4,blue,blue,red,blue
-1,4,0,blue,none,red,blue
1,24,-11,red,red,red,red
-10,-41,20,red,none,red,red
0,30,2,blue,red,blue,blue
2,44,84,blue,none,blue,blue
0,-23,-3,red,none,red,red
0,32,-1,red,blue,blue,blue
4,24,-2,blue,none,red,blue
1,70,47,red,none,none,blue
-6,-20,4,red,red,blue,red
-4,48,-1,red,red,none,red
3,38,41,blue,blue,none,blue
3,-6,-28,blue,red,none,blue
1,4,3,red,blue,blue,blue
5,-105,3,blue,blue,blue,red
0,-30,-31,red,none,none,red
11,9,-3,blue,none,blue,blue
1,-11,-3,blue,red,blue,red
5,-3,-6,red,none,red,blue
-8,-36,-8,red,red,red,blue
5,15,4,blue,none,none,blue
3,24,4,blue,blue,none,red
1,29,-4,red,none,red,red
3,-20,1,red,none,none,red
-8,-26,52,red,none,blue,red
-5,-67,20,red,none,red,red
6,50,21,red,none,blue,blue
-1,3,-3,blue,none,blue,blue
5,47,4,red,blue,blue,blue
0,1,-1,red,blue,none,red
5,-21,-6,blue,none,none,blue
-2,-10,37,red,none,blue,red
2,-17,0,red,none,red,blue
-5,2,-15,blue,red,none,red
1,3,-45,blue,none,none,red
0,-21,-10,red,blue,blue,red
-6,-29,12,red,none,red,blue
-4,-7,-4,red,red,red,red
-1,21,13,blue,none,blue,blue
-1,-6,9,red,none,blue,red
-5,-54,2,blue,red,red,red
3,29,4,blue,blue,none,blue
3,9,4,blue,none,red,blue
0,-1,1,red,none,none,red
0,-35,-2,red,none,red,red
-7,-36,4,red,none,red,blue
-2,-8,-2,blue,none,blue,red
-5,-39,4,red,none,red,red
-6,11,2,red,none,blue,red
-5,-52,42,red,red,red,blue
0,-49,-153,blue,none,red,blue
4,-31,-5,red,blue,red,blue
-4,-34,-3,red,blue,red,red
-4,-13,-1,red,none,red,red
-1,5,-1,red,blue,blue,blue
-3,7,2,red,none,none,blue
3,44,-3,blue,none,red,blue
2,19,34,blue,none,blue,blue
-1,8,-23,red,red,red,red
4,-5,57,red,none,red,blue
-1,31,-6,red,none,blue,blue
2,11,-62,blue,blue,red,red
0,25,-14,blue,blue,red,blue
5,51,-38,blue,blue,blue,blue
-2,16,3,red,none,red,red
1,24,-3,blue,red,none,blue
1,52,6,blue,blue,red,red
4,23,0,blue,none,blue,blue
-8,-53,-26,red,none,red,red
-7,-32,-2,red,none,red,red
6,26,7,blue,none,blue,blue
12,50,10,blue,blue,none,blue
2,-1,29,blue,blue,blue,red
3,17,2,red,none,blue,blue
0,24,-5,red,red,blue,red
0,24,1,blue,none,red,blue
-4,28,64,blue,blue,red,red
-1,-18,-4,red,none,red,blue
-4,-31,9,red,none,red,red
-4,-3,62,red,red,red,blue
4,-23,-30,blue,blue,blue,blue
2,34,-2,blue,none,red,red
-2,4,1,red,none,none,blue
1,-17,-5,red,blue,red,blue
2,36,-12,blue,none,blue,blue
2,-4,-27,blue,none,blue,blue
-2,35,-2,blue,none,none,blue
2,-45,-8,blue,none,blue,blue
-2,16,-21,blue,none,blue,red
-4,-33,-1,blue,none,blue,red
-2,67,3,red,none,red,red
0,18,0,red,blue,red,red
3,47,4,blue,none,blue,blue
-1,0,-4,red,none,red,blue
2,-8,5,blue,blue,blue,red
-2,31,-3,red,none,none,blue
-2,-36,0,red,none,none,red
4,-11,1,blue,red,blue,red
-3,-11,2,blue,none,blue,blue
2,1,-9,blue,none,blue,blue
1,33,-25,blue,red,red,red
-1,7,-10,red,blue,blue,blue
-4,0,1,blue,none,red,red
5,25,8,blue,none,none,red
0,10,10,blue,none,red,blue
2,28,48,blue,red,red,blue
3,-3,23,blue,none,blue,blue
8,13,-2,blue,blue,none,blue
-3,8,-23,red,none,red,blue
4,-10,-9,blue,none,none,blue
4,10,3,red,red,red,red
3,-4,0,blue,red,red,red
7,28,0,red,none,none,blue
1,38,-6,red,none,none,blue
5,7,13,red,blue,blue,blue
-7,-11,-1,red,none,red,red
-3,-39,20,blue,none,blue,red
-3,11,0,red,none,red,blue
3,70,6,blue,none,blue,blue
2,22,4,red,none,red,red
3,39,-13,blue,none,red,red
4,39,-2,blue,none,none,blue
-4,-3,-2,red,none,none,red
1,58,-5,blue,none,red,red
2,4,-1,blue,none,blue,red
6,51,-42,blue,none,blue,blue
-4,16,2,red,none,none,blue
-1,-19,2,red,none,blue,blue
3,27,2,blue,none,red,red
-3,-6,-1,red,red,red,red
5,45,-67,blue,red,none,blue
-1,-17,-3,blue,blue,red,blue
-3,58,-1,red,none,none,red
-3,-27,-2,blue,blue,red,red
12,49,-2,blue,none,none,blue
7,-5,3,blue,red,blue,red
0,0,23,blue,none,blue,blue
-4,-35,-7,red,blue,blue,red
1,48,20,blue,none,blue,red
-2,-23,3,red,red,blue,red
-7,-80,-3,red,red,red,red
3,14,4,blue,none,blue,blue
7,58,38,blue,none,blue,blue
3,-41,12,red,none,none,blue
-5,-42,-3,red,red,blue,red
7,32,-1,red,none,none,blue
4,51,3,red,none,blue,blue
-1,20,-38,blue,none,none,red
-1,-28,-2,red,blue,red,blue
4,20,76,blue,blue,red,blue
-2,1,12,blue,none,red,red
-1,-25,113,blue,red,blue,red
-1,25,-19,blue,red,none,blue
3,-9,1,blue,blue,red,blue
0,-86,59,blue,none,none,red
-10,-16,19,red,none,red,red
-1,-10,1,red,none,red,blue
-6,-39,-12,red,red,red,red
-7,15,1,red,none,blue,red
-2,22,-6,red,red,blue,red
-5,-54,-12,red,none,red,red
4,-27,0,blue,none,blue,blue
7,17,-22,red,none,none,blue
-3,29,-3,blue,none,blue,red
2,18,7,blue,none,blue,blue
-2,27,4,red,blue,none,blue
-1,25,2,blue,none,blue,blue
2,-57,1,red,none,red,red
-6,-24,0,red,none,blue,blue
5,-26,8,red,none,blue,blue
-1,5,2,red,none,none,blue
0,-11,63,red,none,none,red
-1,34,29,red,red,blue,blue
-2,-42,-3,red,none,blue,red
-2,-55,2,blue,blue,red,blue
-3,-58,-30,red,none,red,red
3,-11,1,red,none,blue,blue
1,-39,29,red,none,none,blue
7,-20,3,red,none,blue,red
-1,24,3,blue,blue,none,red
-9,-14,-10,red,none,none,red
1,-18,-1,red,none,blue,blue
0,-1,-72,red,none,none,red
7,22,93,blue,blue,red,red
1,-9,28,red,none,blue,red
4,54,-19,blue,none,blue,blue
-2,23,21,red,none,red,red
-1,-6,-3,blue,none,red,red
2,2,-3,red,none,blue,blue
0,15,14,blue,blue,red,red
-4,-36,7,red,red,blue,red
-2,26,4,red,blue,red,red
1,10,1,red,none,blue,blue
-5,-10,-25,red,none,none,red
3,27,-53,blue,none,blue,blue
2,-18,24,blue,none,none,red
2,16,-1,blue,none,red,blue
-1,-49,8,blue,red,blue,red
6,-27,56,blue,none,red,blue
1,26,4,blue,none,blue,red
6,-10,-4,red,none,blue,blue
4,9,24,blue,none,blue,blue
-4,8,195,blue,none,blue,red
5,-5,0,blue,none,blue,blue
-1,-5,2,blue,blue,blue,blue
-3,9,18,red,none,red,blue
2,-7,0,red,none,red,blue
2,8,-1,red,none,red,red
3,43,1,red,none,blue,blue
8,75,3,blue,blue,blue,blue
-4,-43,3,red,none,none,red
2,-3,26,blue,none,red,blue
2,-10,-1,blue,red,blue,blue
-1,29,5,blue,none,red,blue
-7,-47,-6,red,red,red,red
1,-17,4,red,blue,red,blue
4,33,4,blue,none,none,blue
-2,-24,-35,red,blue,red,blue
0,36,-7,red,none,blue,red
2,14,-18,red,none,red,blue
-1,-7,0,red,none,blue,red
-8,-15,-9,red,none,blue,red
-2,-60,1,red,none,none,red
3,24,-122,red,red,red,red
-2,12,0,blue,none,blue,blue
4,35,-4,blue,blue,none,blue
2,-43,0,red,none,blue,blue
0,12,3,red,red,red,red
5,10,-50,red,red,none,blue
-1,31,-26,red,none,blue,blue
7,18,1,blue,none,blue,blue
-7,-45,-7,red,none,red,red
0,28,16,blue,red,red,blue
-2,-21,-42,red,none,none,red
1,26,20,blue,none,blue,blue
-7,3,1,red,none,red,red
-1,-8,-2,blue,none,red,red
0,-56,-30,red,none,blue,blue
8,33,2,blue,none,blue,blue
-2,20,10,red,none,red,red
-6,0,-1,red,none,blue,red
-3,8,2,red,red,none,red
0,-10,24,blue,blue,red,red
3,-8,0,red,none,blue,blue
-5,-18,-20,red,red,blue,red
-2,-37,-6,red,none,red,blue
0,-37,-7,red,blue,blue,blue
3,11,1,blue,blue,blue,red
0,2,29,red,none,blue,red
-9,-59,-47,red,none,none,red
-1,-42,-6,red,none,blue,blue
-3,16,4,red,none,blue,red
-2,-9,-1,blue,none,blue,red
-4,-37,-24,red,none,blue,red
3,6,-63,blue,none,blue,blue
3,-33,-4,red,none,none,red
-2,-54,-4,blue,none,red,red
0,-16,10,red,none,red,blue
4,-12,5,blue,red,blue,blue
2,-4,-4,blue,blue,blue,blue
-5,7,2,blue,none,blue,red
-11,-14,54,red,none,red,red
6,23,-3,blue,none,blue,blue
-4,9,-9,red,none,red,blue
-1,34,3,red,none,blue,red
5,13,23,blue,none,blue,blue
0,-12,0,red,none,blue,blue
6,-2,-3,blue,none,none,red
1,-6,-2,blue,none,blue,red
-4,-52,1,blue,none,red,red
6,21,-23,blue,none,blue,blue
-3,-27,-5,red,none,red,red
0,-6,-2,red,red,none,red
1,-42,3,blue,none,red,red
-5,-5,1,red,none,red,red
-2,41,0,blue,none,red,red
-1,20,-1,red,blue,red,blue
-1,6,7,red,none,none,red
-1,16,-3,blue,none,none,red
-1,15,4,blue,blue,blue,red
-6,58,-41,blue,none,none,red
-3,-45,47,blue,none,blue,red
0,3,89,blue,blue,red,blue
-5,19,-24,red,none,red,red
-2,11,75,red,none,none,red
-1,21,-4,red,blue,none,red
-2,-8,23,red,blue,red,red
-3,6,-8,red,none,none,red
-5,-32,31,red,red,none,red
6,17,3,red,none,red,blue
7,-3,0,blue,none,blue,blue
6,41,-99,red,red,blue,blue
-2,0,4,blue,blue,blue,red
1,17,0,red,none,blue,blue
-2,-40,-10,red,none,blue,blue
6,9,-46,red,none,red,blue
-2,42,-33,blue,none,none,blue
-2,-5,1,blue,none,none,red
-5,-32,-29,red,blue,blue,blue
-3,1,-23,red,none,red,red
3,42,23,blue,none,none,blue
1,1,2,blue,none,red,red
-6,-93,4,red,red,red,red
-4,-10,-1,red,none,red,red
-1,-32,25,blue,none,red,red
-1,11,3,blue,red,red,red
0,31,-1,blue,blue,red,red
-8,-61,-30,red,none,red,red
5,19,5,red,red,red,red
-7,-72,-2,blue,none,red,red
0,-10,-61,red,red,red,red
3,18,-6,red,blue,blue,blue
0,13,0,blue,blue,blue,blue
0,36,1,red,none,blue,blue
-2,10,110,red,none,blue,red
-1,34,5,red,blue,none,blue
7,16,4,red,blue,red,red
7,5,4,blue,none,blue,blue
0,16,-3,blue,none,blue,blue
1,-26,14,blue,none,none,red
-11,-56,-2,red,red,none,red
0,13,0,red,none,red,blue
0,4,-2,red,none,blue,red
-1,-16,6,blue,none,blue,red
1,15,-3,blue,blue,red,blue
4,41,31,blue,none,none,blue
2,-27,-12,blue,blue,blue,blue
-17,-80,-2,red,none,red,red
-4,-24,-1,blue,none,blue,blue
4,16,-10,red,none,blue,blue
2,-13,1,blue,blue,red,red
0,-51,10,blue,none,blue,red
-8,-53,-3,red,none,red,blue
3,-42,36,red,blue,blue,red
-2,-1,-25,blue,none,none,red
1,13,3,blue,none,blue,blue
-1,13,-1,red,red,red,blue
-2,-63,0,red,none,red,red
5,29,0,blue,none,blue,blue
-1,27,-1,blue,none,none,blue
0,29,-5,blue,blue,blue,blue
0,-21,-24,red,none,blue,blue
1,-47,-1,red,none,none,red
5,59,1,blue,none,red,blue
9,37,7,blue,none,blue,blue
5,-6,-1,blue,none,none,blue
8,-9,2,blue,none,none,blue
5,24,21,blue,none,red,blue
-4,-17,-3,red,red,none,red
-6,-6,2,blue,none,red,red
-1,-5,-1,blue,blue,none,blue
5,7,24,blue,blue,none,red
0,-11,0,blue,none,red,red
4,19,-32,blue,none,blue,blue
1,38,-1,blue,none,blue,blue
10,47,3,blue,none,blue,blue
6,111,4,red,blue,red,blue
1,-9,-5,blue,blue,blue,blue
-3,-44,6,red,blue,red,red
-6,-39,4,red,none,red,red
-5,-61,2,red,red,red,red
-5,-21,-4,blue,red,red,blue
-4,-15,1,red,blue,red,red
1,-34,33,red,none,blue,red
-6,-56,-2,blue,none,red,red
3,4,3,blue,none,blue,blue
-11,-13,-5,blue,none,red,red
-5,20,2,blue,none,red,blue
5,9,0,blue,none,none,blue
6,20,-1,blue,blue,red,blue
4,0,-18,blue,none,red,blue
0,-19,-4,blue,none,red,red
0,4,22,red,none,blue,blue
-4,-35,-3,red,red,red,red
0,22,30,blue,none,red,blue
-1,11,-103,blue,none,red,blue
-8,-56,-6,red,red,red,red
-3,-31,-2,red,blue,none,red
9,-40,0,blue,none,none,blue
1,41,-1,red,blue,none,blue
2,55,-1,red,none,red,blue
8,56,-3,blue,none,blue,blue
0,-15,24,blue,none,blue,blue
-9,-43,0,red,none,red,red
-1,-21,0,red,red,red,red
0,35,-25,blue,red,blue,blue
2,3,-28,blue,blue,red,red
-2,-22,1,red,none,red,red
1,4,-1,blue,none,blue,blue
-2,-38,-1,blue,none,none,blue
3,2,4,red,none,red,red
0,-27,-17,blue,none,red,red
-1,-30,-1,blue,blue,red,red
-2,-32,-4,red,none,red,red
-4,-52,-3,red,red,red,red
-7,-38,2,red,none,red,red
5,37,-3,red,blue,red,blue
0,-67,1,blue,none,blue,red
1,26,144,red,none,red,blue
1,-40,3,blue,none,red,blue
1,-25,5,blue,none,blue,blue
3,43,2,blue,none,blue,blue
8,-10,2,red,none,blue,blue
-2,0,67,blue,none,blue,red
0,8,-24,blue,none,red,red
7,6,2,blue,none,blue,blue
3,2,0,blue,none,red,blue
1,12,2,blue,none,none,blue
4,15,25,blue,blue,blue,blue
-4,-39,-2,red,none,blue,red
1,17,23,red,none,red,red
-4,14,41,red,blue,red,red
-1,-8,-8,red,none,blue,red
-4,-16,18,red,blue,red,red
-3,25,3,blue,none,red,red
0,-12,-2,red,none,blue,blue
1,-46,5,blue,blue,blue,red
9,14,74,blue,none,blue,blue
-1,9,0,red,blue,red,red
7,-3,-6,blue,none,red,blue
-3,-13,-37,blue,none,blue,blue
-1,-31,5,red,blue,blue,red
-3,-12,4,red,red,blue,red
6,-7,-2,blue,none,blue,blue
-2,-19,-11,blue,none,blue,blue
6,-13,-5,blue,none,red,blue
0,-11,-76,blue,red,none,blue
-5,-15,-9,red,none,red,red
-2,39,-4,red,red,red,blue
2,25,0,blue,none,red,red
-5,-6,6,red,red,none,red
7,8,24,blue,none,none,blue
-8,-3,2,red,none,none,red
1,-8,1,red,blue,red,blue
0,-52,0,red,none,none,red
1,-49,-15,red,none,blue,blue
1,-11,4,blue,none,blue,red
1,16,-5,blue,blue,blue,red
4,57,2,blue,none,blue,blue
5,-2,4,red,none,red,red
-1,-31,-5,blue,none,blue,blue
2,-4,-28,blue,none,blue,blue
1,13,2,blue,none,red,blue
2,-10,-2,red,blue,blue,blue
1,-5,86,blue,none,blue,blue
3,-1,18,red,none,blue,blue
3,24,5,blue,blue,blue,blue
-4,-45,3,blue,red,red,red
0,21,2,red,none,none,red
1,11,8,red,none,none,red
-5,-4,-66,red,red,red,red
-3,20,1,red,none,none,blue
-3,-70,-4,red,red,red,red
4,27,9,blue,none,red,red
1,-41,-6,red,red,red,red
4,0,1,blue,none,blue,red
2,-5,-5,blue,blue,red,blue
-2,6,1,red,none,blue,blue
-2,-46,17,red,none,red,red
-2,0,2,red,none,blue,blue
-1,-1,-1,blue,blue,red,red
-7,-21,-2,red,none,red,red
4,3,4,red,blue,red,blue
1,-31,67,blue,none,red,red
-6,-43,-91,red,none,blue,red
8,54,5,red,none,blue,blue
1,-8,24,red,none,none,blue
-4,-23,-6,red,none,red,red
1,-30,4,red,red,blue,blue
1,2,4,blue,none,red,red
3,35,-25,blue,none,red,blue
-2,7,9,blue,none,none,red
-2,-9,-6,red,red,red,red
-3,-47,29,red,none,red,red
3,1,24,red,none,red,blue
2,27,-2,red,none,red,blue
-1,11,-4,blue,none,none,blue
-7,-28,0,red,red,red,red
-2,-61,2,blue,red,blue,blue
-3,-62,0,red,none,blue,red
-1,-16,22,red,red,blue,blue
-2,-19,74,red,none,red,red
-4,-61,4,red,none,red,red
9,58,28,blue,none,blue,blue
3,36,-1,blue,blue,blue,blue
0,38,73,red,blue,red,red
4,51,-5,blue,red,blue,blue
-1,25,192,blue,none,blue,blue
0,-28,-5,red,none,red,red
0,36,2,blue,red,blue,red
-1,31,-1,red,none,blue,red
-3,8,186,blue,none,none,red
6,11,9,blue,red,blue,blue
5,27,-3,blue,none,blue,blue
-4,-6,-31,red,none,red,red
-2,5,26,blue,red,red,red
-4,-10,0,blue,none,red,red
0,-32,-1,red,none,blue,red
-2,-11,11,blue,red,blue,red
2,-26,77,red,none,blue,blue
3,-52,-23,red,none,red,blue
-8,-49,0,red,none,none,red
-6,-32,-2,red,none,none,red
-8,-60,1,red,none,red,red
-1,30,-2,red,none,blue,blue
6,6,-3,blue,blue,blue,blue
3,-9,2,blue,none,blue,blue
3,47,0,blue,blue,blue,blue
-3,-33,29,red,none,red,blue
0,26,-1,blue,none,none,red
0,36,4,red,none,none,blue
-2,-32,-3,red,none,red,red
4,-31,3,blue,none,none,blue
-2,-38,-2,blue,none,red,red
-4,-5,-3,blue,red,red,red
0,-1,-2,red,none,blue,red
-7,-19,-2,blue,none,red,red
2,-16,63,blue,none,blue,red
6,15,-12,blue,red,blue,blue
1,-19,-1,red,blue,red,red
-1,30,-1,blue,none,none,blue
4,-6,1,blue,none,blue,red
-3,-41,-18,red,none,none,blue
0,44,1,blue,none,blue,red
-1,-39,-3,red,none,red,red
-4,12,56,red,none,blue,blue
7,15,-1,blue,none,blue,blue
-6,-40,4,blue,none,none,blue
-2,34,-3,blue,none,red,red
3,21,43,red,none,red,blue
7,49,2,blue,none,blue,blue
-13,-68,-5,red,none,none,red
-1,15,-3,red,none,blue,red
-3,-38,-4,blue,none,red,red
-2,-31,1,red,red,red,red
4,15,-4,red,none,none,blue
2,35,-6,blue,blue,blue,blue
0,-57,5,blue,none,blue,blue
-4,2,10,red,none,red,red
-4,-30,-5,blue,none,red,red
1,-32,1,blue,none,red,red
0,30,-7,blue,blue,red,blue
2,20,-3,blue,none,blue,blue
3,50,-2,blue,none,red,blue
4,9,-1,blue,red,blue,blue
3,14,1,blue,blue,blue,blue
-2,2,-27,blue,none,red,red
-2,30,-5,red,blue,red,blue
-3,12,-36,blue,none,none,blue
-2,-12,-1,red,blue,blue,red
4,72,7,blue,none,blue,blue
4,56,-31,blue,none,blue,blue
7,62,-32,blue,none,none,blue
-2,-24,9,red,none,blue,blue
-2,-27,0,blue,none,red,blue
5,34,4,blue,blue,none,blue
-1,36,-5,blue,none,blue,blue
-6,-36,-5,blue,none,red,red
8,-5,3,blue,none,none,blue
-2,-8,6,red,none,blue,red
-2,-11,-7,red,blue,none,red
4,-16,-2,red,none,red,blue
3,-23,1,red,none,blue,red
-5,-9,-6,red,red,red,red
-1,-22,4,red,none,blue,blue
-1,-5,25,red,none,none,blue
-4,0,-2,blue,none,blue,red
1,14,-38,blue,none,red,blue
-5,41,3,red,none,red,red
0,-5,-2,red,none,red,red
-1,53,-1,blue,none,red,blue
2,-5,3,blue,none,blue,blue
0,12,23,blue,none,red,blue
1,26,0,blue,none,red,blue
-1,-17,-2,blue,blue,red,red
11,-18,1,blue,none,blue,red
-1,-10,26,blue,blue,blue,blue
9,22,-2,blue,blue,blue,blue
-1,-3,4,blue,blue,red,red
0,-36,-1,red,red,none,red
2,4,2,blue,none,red,red
2,-12,0,blue,none,none,red
-2,-23,-1,red,none,blue,red
3,34,3,blue,blue,blue,blue
2,43,9,blue,none,blue,blue
-4,-3,3,blue,none,blue,blue
6,-10,2,red,blue,blue,blue
0,-21,-26,red,none,blue,red
2,20,35,blue,blue,none,blue
-6,-52,3,red,red,red,blue
-5,20,-4,red,blue,red,red
2,22,1,blue,none,blue,blue
5,-6,3,blue,red,red,red
-2,-1,-5,red,none,blue,red
-2,-13,-39,red,blue,red,red
1,46,161,red,none,none,blue
-1,19,2,blue,blue,blue,red
6,23,-1,blue,blue,red,blue
-3,35,-3,blue,none,none,red
4,2,-1,red,none,red,blue
7,18,25,red,blue,blue,blue
-1,-30,-46,red,none,none,red
1,8,2,red,none,blue,blue
0,-22,-3,red,red,red,red
-7,-11,1,red,none,blue,blue
-6,-21,-3,red,none,red,red
3,-26,-4,blue,none,blue,blue
10,-7,23,blue,blue,red,blue
-7,1,-6,blue,none,none,red
0,-37,-2,blue,red,blue,red
1,17,-3,blue,blue,blue,red
0,-8,-21,red,blue,blue,blue
-4,28,-1,blue,none,red,red
0,-29,1,blue,blue,red,blue
-2,-16,2,red,none,none,blue
-3,-18,0,red,none,red,red
0,-13,0,red,none,none,blue
6,11,2,blue,none,blue,blue
3,22,69,blue,none,red,blue
-3,-6,-3,blue,none,blue,red
-5,-25,-33,red,none,red,red
5,-9,2,blue,blue,blue,blue
-1,-13,24,blue,none,none,blue
1,-10,1,blue,red,none,blue
9,35,8,blue,none,none,blue
2,4,-47,blue,none,red,blue
-4,-40,-2,red,blue,red,red
-4,-48,69,red,none,red,red
-1,-22,-25,red,none,blue,blue
6,4,2,blue,blue,red,blue
1,56,4,blue,blue,none,blue
3,-8,-5,red,red,blue,red
-6,-74,-82,red,red,red,red
7,43,-4,blue,none,blue,blue
1,-26,-6,red,blue,red,blue
5,15,0,blue,none,blue,blue
1,-18,2,red,none,red,blue
4,9,29,blue,blue,blue,blue
-3,-14,-9,red,none,blue,red
-11,-20,22,red,none,red,red
0,-14,1,blue,blue,none,red
-2,-23,2,red,red,red,red
-2,-21,-43,blue,red,none,red
0,-69,0,blue,red,none,blue
-2,10,-13,blue,red,red,red
1,8,-2,blue,blue,red,red
-2,53,-1,red,none,none,red
-1,-2,0,red,none,blue,blue
0,-13,146,red,none,blue,red
-3,1,6,blue,none,blue,red
7,54,-5,blue,none,red,blue
-4,7,-1,red,red,red,red
-4,-23,-3,red,none,red,red
3,-24,-2,blue,none,red,blue
0,28,65,blue,none,red,blue
8,-10,0,blue,red,blue,red
-3,-48,-1,blue,none,none,blue
3,15,26,red,blue,blue,blue
-4,9,65,red,none,red,red
1,-55,5,red,none,blue,red
2,-17,10,blue,none,red,blue
-8,-17,21,red,none,none,red
2,74,-15,blue,none,none,blue
-4,-32,79,blue,none,none,red
-2,-32,-3,red,none,red,red
0,31,-2,blue,none,red,blue
4,2,-17,blue,none,red,blue
-5,-24,19,red,none,none,blue
-4,-18,-3,red,blue,blue,blue
5,51,2,blue,blue,blue,blue
3,-15,-3,red,none,red,blue
3,20,3,blue,none,none,blue
5,21,54,blue,none,blue,blue
0,13,16,blue,none,blue,blue
-2,-48,-4,red,none,none,red
1,-40,8,blue,none,red,red
1,10,-68,blue,none,red,red
-1,23,-3,blue,none,red,red
-2,13,-1,blue,none,none,blue
-6,-42,-22,blue,none,red,red
-2,15,-4,red,none,none,red
7,37,12,blue,none,red,blue
-1,-16,2,red,none,red,red
3,63,2,red,blue,red,red
4,48,81,blue,none,blue,blue
2,-18,0,blue,none,none,blue
-1,-27,8,red,none,blue,red
1,-47,-116,blue,none,none,red
2,29,0,blue,none,blue,red
-1,-17,-1,red,none,blue,red
0,-36,-3,red,none,blue,blue
2,32,-2,blue,none,red,red
-1,-54,12,red,blue,none,blue
-1,27,-2,red,none,blue,red
2,-24,0,red,none,red,blue
3,66,1,blue,none,none,blue
5,35,-9,red,none,none,blue
0,13,0,blue,none,blue,red
-2,-37,3,red,red,red,blue
-2,-37,-168,blue,none,red,red
1,-3,0,red,none,none,red
4,-6,-1,red,none,blue,blue
-2,-35,5,red,none,red,red
0,36,3,blue,none,none,red
0,23,-11,blue,none,blue,red
2,15,-4,red,none,red,red
5,-21,2,red,blue,none,blue
4,51,-2,blue,blue,red,blue
3,-16,-1,blue,none,none,blue
0,9,-47,blue,blue,red,red
-5,-2,-4,red,red,red,red
7,37,9,red,none,blue,blue
-4,-5,0,red,red,red,red
-1,4,0,red,blue,red,red
-3,54,5,blue,none,red,blue
1,17,-2,blue,none,blue,blue
-2,21,-39,red,none,none,blue
-4,-46,-14,red,none,red,red
1,31,-2,red,none,blue,blue
-1,-8,5,blue,red,red,blue
8,61,21,blue,blue,red,blue
12,30,2,blue,none,blue,blue
-6,-31,-6,blue,none,red,red
6,12,-7,blue,none,blue,blue
-2,18,0,blue,none,red,blue
-4,2,4,blue,none,blue,red
2,-9,-3,blue,none,blue,blue
7,-9,-2,red,none,blue,blue
0,46,-24,blue,none,red,blue
0,19,-1,red,none,red,blue
4,25,12,blue,blue,red,blue
6,-26,4,blue,blue,none,red
5,-16,-1,blue,blue,none,blue
-5,-36,2,red,none,red,red
-3,-33,0,red,none,blue,blue
1,49,-4,blue,blue,red,red
7,6,-25,blue,blue,blue,blue
-1,2,-28,blue,none,red,red
-3,-40,0,blue,none,red,red
1,-27,33,red,red,red,red
-8,-48,26,red,blue,red,red
-2,-24,2,red,none,none,red
5,-8,-24,red,red,red,red
-4,-39,3,red,none,red,red
-2,-21,31,red,none,blue,blue
-5,-1,-20,red,none,red,red
-6,-52,-4,red,red,red,red
8,29,7,blue,none,blue,blue
0,-5,5,red,none,blue,blue
-5,-53,-2,blue,none,red,red
-5,-28,-1,blue,none,none,red
3,-38,-22,blue,none,blue,red
-5,7,-3,red,none,blue,blue
-2,-52,-2,red,none,red,red
-3,15,-7,red,none,blue,red
1,10,0,red,none,blue,red
-4,51,-25,red,none,blue,red
3,-68,-1,blue,red,blue,blue
-4,-26,2,blue,none,blue,blue
-4,-8,-44,red,none,red,red
1,-18,-22,red,none,blue,blue
-4,-28,27,red,none,red,red
1,15,-5,blue,none,red,red
-6,-87,4,red,blue,blue,red
-7,6,-18,red,none,red,red
-2,29,-4,blue,blue,blue,blue
4,-67,-25,blue,blue,blue,red
0,29,2,red,none,red,red
1,-33,5,blue,blue,none,red
4,-4,-4,red,red,red,red
-6,-43,-7,red,none,red,red
-4,-7,2,red,none,red,red
1,3,3,red,none,red,red
5,14,0,blue,none,blue,blue
1,10,-24,red,blue,none,red
-4,-30,-4,red,red,blue,red
-15,-55,-4,red,none,red,red
1,-7,-16,red,none,none,blue
6,4,-8,red,none,blue,blue
-1,6,-6,blue,none,none,blue
-2,-17,6,blue,none,none,blue
2,50,4,blue,none,blue,blue
3,29,-1,red,none,red,blue
1,69,0,blue,none,blue,red
0,-56,-3,red,none,blue,blue
3,13,-8,blue,none,blue,blue
0,-27,6,blue,none,none,red
-2,-18,47,red,red,red,blue
-9,-19,2,red,none,red,red
-3,24,-1,red,blue,red,red
5,39,1,blue,blue,red,blue
